item_id,store_id,qty_sold,date,weekday
item4,storeB,31,10/21/23,Saturday
item4,storeC,22,10/21/23,Saturday
item1,storeA,45,10/22/23,Sunday
item1,storeB,49,10/22/23,Sunday
item1,storeC,47,10/22/23,Sunday
item2,storeA,5,10/22/23,Sunday
item2,storeB,24,10/22/23,Sunday
item2,storeC,45,10/22/23,Sunday
item3,storeA,39,10/22/23,Sunday
item3,storeB,28,10/22/23,Sunday
item3,storeC,6,10/22/23,Sunday
item4,storeA,39,10/22/23,Sunday
item4,storeB,12,10/22/23,Sunday
item4,storeC,37,10/22/23,Sunday
item1,storeA,34,10/23/23,Monday
item1,storeB,30,10/23/23,Monday
item1,storeC,14,10/23/23,Monday
item2,storeA,15,10/23/23,Monday
item2,storeB,12,10/23/23,Monday
item2,storeC,48,10/23/23,Monday
item3,storeA,34,10/23/23,Monday
item3,storeB,10,10/23/23,Monday
item3,storeC,20,10/23/23,Monday
item4,storeA,50,10/23/23,Monday
item4,storeB,10,10/23/23,Monday
item4,storeC,29,10/23/23,Monday
item1,storeA,20,10/24/23,Tuesday
item1,storeB,9,10/24/23,Tuesday
item1,storeC,18,10/24/23,Tuesday
item2,storeA,24,10/24/23,Tuesday
item2,storeB,3,10/24/23,Tuesday
item2,storeC,28,10/24/23,Tuesday
item3,storeA,18,10/24/23,Tuesday
item3,storeB,42,10/24/23,Tuesday
item3,storeC,1,10/24/23,Tuesday
item4,storeA,9,10/24/23,Tuesday
item4,storeB,42,10/24/23,Tuesday
item4,storeC,24,10/24/23,Tuesday
item1,storeA,19,10/25/23,Wednesday
item1,storeB,37,10/25/23,Wednesday
item1,storeC,24,10/25/23,Wednesday
item2,storeA,13,10/25/23,Wednesday
item2,storeB,10,10/25/23,Wednesday
item2,storeC,31,10/25/23,Wednesday
item3,storeA,10,10/25/23,Wednesday
item3,storeB,17,10/25/23,Wednesday
item3,storeC,26,10/25/23,Wednesday
item4,storeA,17,10/25/23,Wednesday
item4,storeB,22,10/25/23,Wednesday
item4,storeC,10,10/25/23,Wednesday
item1,storeA,21,10/26/23,Thursday
item1,storeB,49,10/26/23,Thursday
item1,storeC,46,10/26/23,Thursday
item2,storeA,16,10/26/23,Thursday
item2,storeB,28,10/26/23,Thursday
item2,storeC,45,10/26/23,Thursday
item3,storeA,13,10/26/23,Thursday
item3,storeB,49,10/26/23,Thursday
item3,storeC,19,10/26/23,Thursday
item4,storeA,49,10/26/23,Thursday
item4,storeB,47,10/26/23,Thursday
item4,storeC,32,10/26/23,Thursday
item1,storeA,35,10/27/23,Friday
item1,storeB,25,10/27/23,Friday
item1,storeC,10,10/27/23,Friday
item2,storeA,7,10/27/23,Friday
item2,storeB,43,10/27/23,Friday
item2,storeC,39,10/27/23,Friday
item3,storeA,42,10/27/23,Friday
item3,storeB,21,10/27/23,Friday
item3,storeC,19,10/27/23,Friday
item4,storeA,7,10/27/23,Friday
item4,storeB,28,10/27/23,Friday
item4,storeC,39,10/27/23,Friday
item1,storeA,19,10/28/23,Saturday
item1,storeB,36,10/28/23,Saturday
item1,storeC,41,10/28/23,Saturday
item2,storeA,16,10/28/23,Saturday
item2,storeB,46,10/28/23,Saturday
item2,storeC,30,10/28/23,Saturday
item3,storeA,7,10/28/23,Saturday
item3,storeB,14,10/28/23,Saturday
item3,storeC,30,10/28/23,Saturday
item4,storeA,29,10/28/23,Saturday
item4,storeB,45,10/28/23,Saturday
item4,storeC,19,10/28/23,Saturday
item1,storeA,23,10/29/23,Sunday
item1,storeB,9,10/29/23,Sunday
item1,storeC,31,10/29/23,Sunday
item2,storeA,14,10/29/23,Sunday
item2,storeB,36,10/29/23,Sunday
item2,storeC,19,10/29/23,Sunday
item3,storeA,2,10/29/23,Sunday
item3,storeB,36,10/29/23,Sunday
item3,storeC,39,10/29/23,Sunday
item4,storeA,7,10/29/23,Sunday
item4,storeB,39,10/29/23,Sunday
item4,storeC,43,10/29/23,Sunday
item1,storeA,3,10/30/23,Monday
item1,storeB,30,10/30/23,Monday
item1,storeC,17,10/30/23,Monday
item2,storeA,37,10/30/23,Monday
item2,storeB,23,10/30/23,Monday
item2,storeC,22,10/30/23,Monday
item3,storeA,21,10/30/23,Monday
item3,storeB,1,10/30/23,Monday
item3,storeC,30,10/30/23,Monday
item4,storeA,10,10/30/23,Monday
item4,storeB,27,10/30/23,Monday
item4,storeC,45,10/30/23,Monday
item1,storeA,8,10/31/23,Tuesday
item1,storeB,21,10/31/23,Tuesday
item1,storeC,12,10/31/23,Tuesday
item2,storeA,24,10/31/23,Tuesday
item2,storeB,47,10/31/23,Tuesday
item2,storeC,17,10/31/23,Tuesday
item3,storeA,50,10/31/23,Tuesday
item3,storeB,11,10/31/23,Tuesday
item3,storeC,39,10/31/23,Tuesday
item4,storeA,16,10/31/23,Tuesday
item4,storeB,14,10/31/23,Tuesday
item4,storeC,41,10/31/23,Tuesday
item1,storeA,37,11/1/23,Wednesday
item1,storeB,18,11/1/23,Wednesday
item1,storeC,6,11/1/23,Wednesday
item2,storeA,34,11/1/23,Wednesday
item2,storeB,47,11/1/23,Wednesday
item2,storeC,17,11/1/23,Wednesday
item3,storeA,15,11/1/23,Wednesday
item3,storeB,38,11/1/23,Wednesday
item3,storeC,3,11/1/23,Wednesday
item4,storeA,24,11/1/23,Wednesday
item4,storeB,31,11/1/23,Wednesday
item4,storeC,39,11/1/23,Wednesday
item1,storeA,37,11/2/23,Thursday
item1,storeB,27,11/2/23,Thursday
item1,storeC,29,11/2/23,Thursday
item2,storeA,2,11/2/23,Thursday
item2,storeB,27,11/2/23,Thursday
item2,storeC,2,11/2/23,Thursday
item3,storeA,44,11/2/23,Thursday
item3,storeB,33,11/2/23,Thursday
item3,storeC,15,11/2/23,Thursday
item4,storeA,21,11/2/23,Thursday
item4,storeB,31,11/2/23,Thursday
item4,storeC,37,11/2/23,Thursday
item1,storeA,38,11/3/23,Friday
item1,storeB,21,11/3/23,Friday
item1,storeC,3,11/3/23,Friday
item2,storeA,12,11/3/23,Friday
item2,storeB,44,11/3/23,Friday
item2,storeC,41,11/3/23,Friday
item3,storeA,49,11/3/23,Friday
item3,storeB,48,11/3/23,Friday
item3,storeC,19,11/3/23,Friday
item4,storeA,12,11/3/23,Friday
item4,storeB,16,11/3/23,Friday
item4,storeC,35,11/3/23,Friday
item1,storeA,36,11/4/23,Saturday
item1,storeB,48,11/4/23,Saturday
item1,storeC,27,11/4/23,Saturday
item2,storeA,24,11/4/23,Saturday
item2,storeB,15,11/4/23,Saturday
item2,storeC,1,11/4/23,Saturday
item3,storeA,17,11/4/23,Saturday
item3,storeB,16,11/4/23,Saturday
item3,storeC,29,11/4/23,Saturday
item4,storeA,38,11/4/23,Saturday
item4,storeB,12,11/4/23,Saturday
item4,storeC,31,11/4/23,Saturday
item1,storeA,30,11/5/23,Sunday
item1,storeB,22,11/5/23,Sunday
item1,storeC,29,11/5/23,Sunday
item2,storeA,32,11/5/23,Sunday
item2,storeB,8,11/5/23,Sunday
item2,storeC,46,11/5/23,Sunday
item3,storeA,0,11/5/23,Sunday
item3,storeB,43,11/5/23,Sunday
item3,storeC,34,11/5/23,Sunday
item4,storeA,10,11/5/23,Sunday
item4,storeB,33,11/5/23,Sunday
item4,storeC,15,11/5/23,Sunday
item1,storeA,42,11/6/23,Monday
item1,storeB,30,11/6/23,Monday
item1,storeC,16,11/6/23,Monday
item2,storeA,32,11/6/23,Monday
item2,storeB,31,11/6/23,Monday
item2,storeC,28,11/6/23,Monday
item3,storeA,20,11/6/23,Monday
item3,storeB,20,11/6/23,Monday
item3,storeC,39,11/6/23,Monday
item4,storeA,22,11/6/23,Monday
item4,storeB,5,11/6/23,Monday
item4,storeC,21,11/6/23,Monday
item1,storeA,38,11/7/23,Tuesday
item1,storeB,27,11/7/23,Tuesday
item1,storeC,16,11/7/23,Tuesday
item2,storeA,5,11/7/23,Tuesday
item2,storeB,18,11/7/23,Tuesday
item2,storeC,37,11/7/23,Tuesday
item3,storeA,27,11/7/23,Tuesday
item3,storeB,1,11/7/23,Tuesday
item3,storeC,37,11/7/23,Tuesday
item4,storeA,36,11/7/23,Tuesday
item4,storeB,50,11/7/23,Tuesday
item4,storeC,3,11/7/23,Tuesday
item1,storeA,17,11/8/23,Wednesday
item1,storeB,47,11/8/23,Wednesday
item1,storeC,39,11/8/23,Wednesday
item2,storeA,32,11/8/23,Wednesday
item2,storeB,11,11/8/23,Wednesday
item2,storeC,7,11/8/23,Wednesday
item3,storeA,23,11/8/23,Wednesday
item3,storeB,15,11/8/23,Wednesday
item3,storeC,49,11/8/23,Wednesday
item4,storeA,3,11/8/23,Wednesday
item4,storeB,37,11/8/23,Wednesday
item4,storeC,43,11/8/23,Wednesday
item1,storeA,9,11/9/23,Thursday
item1,storeB,18,11/9/23,Thursday
item1,storeC,2,11/9/23,Thursday
item2,storeA,23,11/9/23,Thursday
item2,storeB,4,11/9/23,Thursday
item2,storeC,2,11/9/23,Thursday
item3,storeA,26,11/9/23,Thursday
item3,storeB,15,11/9/23,Thursday
item3,storeC,48,11/9/23,Thursday
item4,storeA,14,11/9/23,Thursday
item4,storeB,34,11/9/23,Thursday
item4,storeC,11,11/9/23,Thursday
item1,storeA,29,11/10/23,Friday
item1,storeB,2,11/10/23,Friday
item1,storeC,20,11/10/23,Friday
item2,storeA,24,11/10/23,Friday
item2,storeB,19,11/10/23,Friday
item2,storeC,48,11/10/23,Friday
item3,storeA,21,11/10/23,Friday
item3,storeB,20,11/10/23,Friday
item3,storeC,32,11/10/23,Friday
item4,storeA,37,11/10/23,Friday
item4,storeB,14,11/10/23,Friday
item4,storeC,45,11/10/23,Friday
item1,storeA,34,11/11/23,Saturday
item1,storeB,21,11/11/23,Saturday
item1,storeC,39,11/11/23,Saturday
item2,storeA,22,11/11/23,Saturday
item2,storeB,2,11/11/23,Saturday
item2,storeC,39,11/11/23,Saturday
item3,storeA,49,11/11/23,Saturday
item3,storeB,9,11/11/23,Saturday
item3,storeC,24,11/11/23,Saturday
item4,storeA,48,11/11/23,Saturday
item4,storeB,7,11/11/23,Saturday
item4,storeC,10,11/11/23,Saturday
item1,storeA,38,11/12/23,Sunday
item1,storeB,25,11/12/23,Sunday
item1,storeC,12,11/12/23,Sunday
item2,storeA,7,11/12/23,Sunday
item2,storeB,27,11/12/23,Sunday
item2,storeC,29,11/12/23,Sunday
item3,storeA,8,11/12/23,Sunday
item3,storeB,38,11/12/23,Sunday
item3,storeC,30,11/12/23,Sunday
item4,storeA,20,11/12/23,Sunday
item4,storeB,46,11/12/23,Sunday
item4,storeC,33,11/12/23,Sunday
item1,storeA,44,11/13/23,Monday
item1,storeB,15,11/13/23,Monday
item1,storeC,7,11/13/23,Monday
item2,storeA,46,11/13/23,Monday
item2,storeB,16,11/13/23,Monday
item2,storeC,16,11/13/23,Monday
item3,storeA,25,11/13/23,Monday
item3,storeB,12,11/13/23,Monday
item3,storeC,16,11/13/23,Monday
item4,storeA,37,11/13/23,Monday
item4,storeB,16,11/13/23,Monday
item4,storeC,47,11/13/23,Monday
item1,storeA,22,11/14/23,Tuesday
item1,storeB,24,11/14/23,Tuesday
item1,storeC,33,11/14/23,Tuesday
item2,storeA,25,11/14/23,Tuesday
item2,storeB,46,11/14/23,Tuesday
item2,storeC,4,11/14/23,Tuesday
item3,storeA,25,11/14/23,Tuesday
item3,storeB,19,11/14/23,Tuesday
item3,storeC,5,11/14/23,Tuesday
item4,storeA,5,11/14/23,Tuesday
item4,storeB,49,11/14/23,Tuesday
item4,storeC,17,11/14/23,Tuesday
item1,storeA,34,11/15/23,Wednesday
item1,storeB,31,11/15/23,Wednesday
item1,storeC,47,11/15/23,Wednesday
item2,storeA,43,11/15/23,Wednesday
item2,storeB,39,11/15/23,Wednesday
item2,storeC,23,11/15/23,Wednesday
item3,storeA,16,11/15/23,Wednesday
item3,storeB,6,11/15/23,Wednesday
item3,storeC,42,11/15/23,Wednesday
item4,storeA,49,11/15/23,Wednesday
item4,storeB,0,11/15/23,Wednesday
item4,storeC,34,11/15/23,Wednesday
item1,storeA,31,11/16/23,Thursday
item1,storeB,44,11/16/23,Thursday
item1,storeC,1,11/16/23,Thursday
item2,storeA,30,11/16/23,Thursday
item2,storeB,2,11/16/23,Thursday
item2,storeC,7,11/16/23,Thursday
item3,storeA,23,11/16/23,Thursday
item3,storeB,14,11/16/23,Thursday
item3,storeC,42,11/16/23,Thursday
item4,storeA,30,11/16/23,Thursday
item4,storeB,8,11/16/23,Thursday
item4,storeC,38,11/16/23,Thursday
item1,storeA,33,11/17/23,Friday
item1,storeB,42,11/17/23,Friday
item1,storeC,44,11/17/23,Friday
item2,storeA,22,11/17/23,Friday
item2,storeB,4,11/17/23,Friday
item2,storeC,29,11/17/23,Friday
item3,storeA,5,11/17/23,Friday
item3,storeB,45,11/17/23,Friday
item3,storeC,43,11/17/23,Friday
item4,storeA,3,11/17/23,Friday
item4,storeB,28,11/17/23,Friday
item4,storeC,22,11/17/23,Friday
item1,storeA,31,11/18/23,Saturday
item1,storeB,3,11/18/23,Saturday
item1,storeC,3,11/18/23,Saturday
item2,storeA,16,11/18/23,Saturday
item2,storeB,40,11/18/23,Saturday
item2,storeC,18,11/18/23,Saturday
item3,storeA,4,11/18/23,Saturday
item3,storeB,31,11/18/23,Saturday
item3,storeC,21,11/18/23,Saturday
item4,storeA,5,11/18/23,Saturday
item4,storeB,34,11/18/23,Saturday
item4,storeC,21,11/18/23,Saturday
item1,storeA,9,11/19/23,Sunday
item1,storeB,18,11/19/23,Sunday
item1,storeC,46,11/19/23,Sunday
item2,storeA,4,11/19/23,Sunday
item2,storeB,46,11/19/23,Sunday
item2,storeC,22,11/19/23,Sunday
item3,storeA,29,11/19/23,Sunday
item3,storeB,24,11/19/23,Sunday
item3,storeC,27,11/19/23,Sunday
item4,storeA,33,11/19/23,Sunday
item4,storeB,44,11/19/23,Sunday
item4,storeC,47,11/19/23,Sunday
item1,storeA,20,11/20/23,Monday
item1,storeB,21,11/20/23,Monday
item1,storeC,44,11/20/23,Monday
item2,storeA,6,11/20/23,Monday
item2,storeB,16,11/20/23,Monday
item2,storeC,1,11/20/23,Monday
item3,storeA,11,11/20/23,Monday
item3,storeB,41,11/20/23,Monday
item3,storeC,17,11/20/23,Monday
item4,storeA,10,11/20/23,Monday
item4,storeB,15,11/20/23,Monday
item4,storeC,48,11/20/23,Monday
item1,storeA,26,11/21/23,Tuesday
item1,storeB,26,11/21/23,Tuesday
item1,storeC,14,11/21/23,Tuesday
item2,storeA,7,11/21/23,Tuesday
item2,storeB,6,11/21/23,Tuesday
item2,storeC,46,11/21/23,Tuesday
item3,storeA,45,11/21/23,Tuesday
item3,storeB,39,11/21/23,Tuesday
item3,storeC,11,11/21/23,Tuesday
item4,storeA,12,11/21/23,Tuesday
item4,storeB,42,11/21/23,Tuesday
item4,storeC,16,11/21/23,Tuesday
item1,storeA,6,11/22/23,Wednesday
item1,storeB,44,11/22/23,Wednesday
item1,storeC,36,11/22/23,Wednesday
item2,storeA,28,11/22/23,Wednesday
item2,storeB,2,11/22/23,Wednesday
item2,storeC,14,11/22/23,Wednesday
item3,storeA,35,11/22/23,Wednesday
item3,storeB,46,11/22/23,Wednesday
item3,storeC,45,11/22/23,Wednesday
item4,storeA,18,11/22/23,Wednesday
item4,storeB,12,11/22/23,Wednesday
item4,storeC,41,11/22/23,Wednesday
item1,storeA,22,11/23/23,Thursday
item1,storeB,33,11/23/23,Thursday
item1,storeC,12,11/23/23,Thursday
item2,storeA,42,11/23/23,Thursday
item2,storeB,28,11/23/23,Thursday
item2,storeC,35,11/23/23,Thursday
item3,storeA,21,11/23/23,Thursday
item3,storeB,46,11/23/23,Thursday
item3,storeC,35,11/23/23,Thursday
item4,storeA,8,11/23/23,Thursday
item4,storeB,38,11/23/23,Thursday
item4,storeC,50,11/23/23,Thursday
item1,storeA,28,11/24/23,Friday
item1,storeB,43,11/24/23,Friday
item1,storeC,33,11/24/23,Friday
item2,storeA,12,11/24/23,Friday
item2,storeB,41,11/24/23,Friday
item2,storeC,8,11/24/23,Friday
item3,storeA,41,11/24/23,Friday
item3,storeB,30,11/24/23,Friday
item3,storeC,6,11/24/23,Friday
item4,storeA,3,11/24/23,Friday
item4,storeB,18,11/24/23,Friday
item4,storeC,41,11/24/23,Friday
item1,storeA,38,11/25/23,Saturday
item1,storeB,30,11/25/23,Saturday
item1,storeC,42,11/25/23,Saturday
item2,storeA,23,11/25/23,Saturday
item2,storeB,0,11/25/23,Saturday
item2,storeC,10,11/25/23,Saturday
item3,storeA,20,11/25/23,Saturday
item3,storeB,3,11/25/23,Saturday
item3,storeC,6,11/25/23,Saturday
item4,storeA,25,11/25/23,Saturday
item4,storeB,46,11/25/23,Saturday
item4,storeC,49,11/25/23,Saturday
item1,storeA,25,11/26/23,Sunday
item1,storeB,10,11/26/23,Sunday
item1,storeC,39,11/26/23,Sunday
item2,storeA,49,11/26/23,Sunday
item2,storeB,42,11/26/23,Sunday
item2,storeC,10,11/26/23,Sunday
item3,storeA,44,11/26/23,Sunday
item3,storeB,2,11/26/23,Sunday
item3,storeC,11,11/26/23,Sunday
item4,storeA,2,11/26/23,Sunday
item4,storeB,41,11/26/23,Sunday
item4,storeC,26,11/26/23,Sunday
item1,storeA,46,11/27/23,Monday
item1,storeB,36,11/27/23,Monday
item1,storeC,15,11/27/23,Monday
item2,storeA,44,11/27/23,Monday
item2,storeB,21,11/27/23,Monday
item2,storeC,19,11/27/23,Monday
item3,storeA,49,11/27/23,Monday
item3,storeB,42,11/27/23,Monday
item3,storeC,26,11/27/23,Monday
item4,storeA,40,11/27/23,Monday
item4,storeB,15,11/27/23,Monday
item4,storeC,33,11/27/23,Monday
item1,storeA,50,11/28/23,Tuesday
item1,storeB,35,11/28/23,Tuesday
item1,storeC,23,11/28/23,Tuesday
item2,storeA,26,11/28/23,Tuesday
item2,storeB,1,11/28/23,Tuesday
item2,storeC,30,11/28/23,Tuesday
item3,storeA,13,11/28/23,Tuesday
item3,storeB,1,11/28/23,Tuesday
item3,storeC,28,11/28/23,Tuesday
item4,storeA,14,11/28/23,Tuesday
item4,storeB,11,11/28/23,Tuesday
item4,storeC,36,11/28/23,Tuesday
item1,storeA,35,11/29/23,Wednesday
item1,storeB,21,11/29/23,Wednesday
item1,storeC,13,11/29/23,Wednesday
item2,storeA,15,11/29/23,Wednesday
item2,storeB,35,11/29/23,Wednesday
item2,storeC,24,11/29/23,Wednesday
item3,storeA,31,11/29/23,Wednesday
item3,storeB,32,11/29/23,Wednesday
item3,storeC,44,11/29/23,Wednesday
item4,storeA,35,11/29/23,Wednesday
item4,storeB,19,11/29/23,Wednesday
item4,storeC,17,11/29/23,Wednesday
item1,storeA,16,11/30/23,Thursday
item1,storeB,44,11/30/23,Thursday
item1,storeC,22,11/30/23,Thursday
item2,storeA,13,11/30/23,Thursday
item2,storeB,6,11/30/23,Thursday
item2,storeC,45,11/30/23,Thursday
item3,storeA,31,11/30/23,Thursday
item3,storeB,14,11/30/23,Thursday
item3,storeC,43,11/30/23,Thursday
item4,storeA,16,11/30/23,Thursday
item4,storeB,40,11/30/23,Thursday
item4,storeC,46,11/30/23,Thursday
item1,storeA,31,12/1/23,Friday
item1,storeB,39,12/1/23,Friday
item1,storeC,12,12/1/23,Friday
item2,storeA,19,12/1/23,Friday
item2,storeB,34,12/1/23,Friday
item2,storeC,4,12/1/23,Friday
item3,storeA,8,12/1/23,Friday
item3,storeB,28,12/1/23,Friday
item3,storeC,5,12/1/23,Friday
item4,storeA,24,12/1/23,Friday
item4,storeB,30,12/1/23,Friday
item4,storeC,21,12/1/23,Friday
item1,storeA,15,12/2/23,Saturday
item1,storeB,34,12/2/23,Saturday
item1,storeC,19,12/2/23,Saturday
item2,storeA,45,12/2/23,Saturday
item2,storeB,2,12/2/23,Saturday
item2,storeC,0,12/2/23,Saturday
item3,storeA,46,12/2/23,Saturday
item3,storeB,0,12/2/23,Saturday
item3,storeC,16,12/2/23,Saturday
item4,storeA,1,12/2/23,Saturday
item4,storeB,28,12/2/23,Saturday
item4,storeC,19,12/2/23,Saturday
item1,storeA,50,12/3/23,Sunday
item1,storeB,18,12/3/23,Sunday
item1,storeC,37,12/3/23,Sunday
item2,storeA,26,12/3/23,Sunday
item2,storeB,44,12/3/23,Sunday
item2,storeC,42,12/3/23,Sunday
item3,storeA,12,12/3/23,Sunday
item3,storeB,12,12/3/23,Sunday
item3,storeC,21,12/3/23,Sunday
item4,storeA,27,12/3/23,Sunday
item4,storeB,46,12/3/23,Sunday
item4,storeC,44,12/3/23,Sunday
item1,storeA,38,12/4/23,Monday
item1,storeB,50,12/4/23,Monday
item1,storeC,11,12/4/23,Monday
item2,storeA,14,12/4/23,Monday
item2,storeB,30,12/4/23,Monday
item2,storeC,13,12/4/23,Monday
item3,storeA,10,12/4/23,Monday
item3,storeB,25,12/4/23,Monday
item3,storeC,41,12/4/23,Monday
item4,storeA,26,12/4/23,Monday
item4,storeB,10,12/4/23,Monday
item4,storeC,37,12/4/23,Monday
item1,storeA,24,12/5/23,Tuesday
item1,storeB,11,12/5/23,Tuesday
item1,storeC,25,12/5/23,Tuesday
item2,storeA,37,12/5/23,Tuesday
item2,storeB,45,12/5/23,Tuesday
item2,storeC,11,12/5/23,Tuesday
item3,storeA,42,12/5/23,Tuesday
item3,storeB,50,12/5/23,Tuesday
item3,storeC,36,12/5/23,Tuesday
item4,storeA,45,12/5/23,Tuesday
item4,storeB,23,12/5/23,Tuesday
item4,storeC,15,12/5/23,Tuesday
item1,storeA,25,12/6/23,Wednesday
item1,storeB,24,12/6/23,Wednesday
item1,storeC,28,12/6/23,Wednesday
item2,storeA,18,12/6/23,Wednesday
item2,storeB,32,12/6/23,Wednesday
item2,storeC,35,12/6/23,Wednesday
item3,storeA,13,12/6/23,Wednesday
item3,storeB,13,12/6/23,Wednesday
item3,storeC,34,12/6/23,Wednesday
item4,storeA,29,12/6/23,Wednesday
item4,storeB,27,12/6/23,Wednesday
item4,storeC,16,12/6/23,Wednesday
item1,storeA,21,12/7/23,Thursday
item1,storeB,16,12/7/23,Thursday
item1,storeC,17,12/7/23,Thursday
item2,storeA,48,12/7/23,Thursday
item2,storeB,40,12/7/23,Thursday
item2,storeC,9,12/7/23,Thursday
item3,storeA,9,12/7/23,Thursday
item3,storeB,6,12/7/23,Thursday
item3,storeC,47,12/7/23,Thursday
item4,storeA,49,12/7/23,Thursday
item4,storeB,37,12/7/23,Thursday
item4,storeC,26,12/7/23,Thursday
item1,storeA,18,12/8/23,Friday
item1,storeB,35,12/8/23,Friday
item1,storeC,49,12/8/23,Friday
item2,storeA,42,12/8/23,Friday
item2,storeB,26,12/8/23,Friday
item2,storeC,31,12/8/23,Friday
item3,storeA,13,12/8/23,Friday
item3,storeB,17,12/8/23,Friday
item3,storeC,27,12/8/23,Friday
item4,storeA,28,12/8/23,Friday
item4,storeB,15,12/8/23,Friday
item4,storeC,34,12/8/23,Friday
item1,storeA,43,12/9/23,Saturday
item1,storeB,11,12/9/23,Saturday
item1,storeC,29,12/9/23,Saturday
item2,storeA,35,12/9/23,Saturday
item2,storeB,17,12/9/23,Saturday
item2,storeC,25,12/9/23,Saturday
item3,storeA,6,12/9/23,Saturday
item3,storeB,0,12/9/23,Saturday
item3,storeC,25,12/9/23,Saturday
item4,storeA,22,12/9/23,Saturday
item4,storeB,25,12/9/23,Saturday
item4,storeC,44,12/9/23,Saturday
item1,storeA,26,12/10/23,Sunday
item1,storeB,38,12/10/23,Sunday
item1,storeC,8,12/10/23,Sunday
item2,storeA,20,12/10/23,Sunday
item2,storeB,11,12/10/23,Sunday
item2,storeC,28,12/10/23,Sunday
item3,storeA,32,12/10/23,Sunday
item3,storeB,42,12/10/23,Sunday
item3,storeC,14,12/10/23,Sunday
item4,storeA,1,12/10/23,Sunday
item4,storeB,38,12/10/23,Sunday
item4,storeC,43,12/10/23,Sunday
item1,storeA,23,12/11/23,Monday
item1,storeB,21,12/11/23,Monday
item1,storeC,1,12/11/23,Monday
item2,storeA,43,12/11/23,Monday
item2,storeB,5,12/11/23,Monday
item2,storeC,41,12/11/23,Monday
item3,storeA,24,12/11/23,Monday
item3,storeB,20,12/11/23,Monday
item3,storeC,15,12/11/23,Monday
item4,storeA,30,12/11/23,Monday
item4,storeB,13,12/11/23,Monday
item4,storeC,38,12/11/23,Monday
item1,storeA,28,12/12/23,Tuesday
item1,storeB,46,12/12/23,Tuesday
item1,storeC,2,12/12/23,Tuesday
item2,storeA,18,12/12/23,Tuesday
item2,storeB,9,12/12/23,Tuesday
item2,storeC,27,12/12/23,Tuesday
item3,storeA,28,12/12/23,Tuesday
item3,storeB,14,12/12/23,Tuesday
item3,storeC,34,12/12/23,Tuesday
item4,storeA,5,12/12/23,Tuesday
item4,storeB,11,12/12/23,Tuesday
item4,storeC,46,12/12/23,Tuesday
item1,storeA,2,12/13/23,Wednesday
item1,storeB,47,12/13/23,Wednesday
item1,storeC,8,12/13/23,Wednesday
item2,storeA,13,12/13/23,Wednesday
item2,storeB,12,12/13/23,Wednesday
item2,storeC,6,12/13/23,Wednesday
item3,storeA,14,12/13/23,Wednesday
item3,storeB,6,12/13/23,Wednesday
item3,storeC,37,12/13/23,Wednesday
item4,storeA,33,12/13/23,Wednesday
item4,storeB,40,12/13/23,Wednesday
item4,storeC,21,12/13/23,Wednesday
item1,storeA,47,12/14/23,Thursday
item1,storeB,13,12/14/23,Thursday
item1,storeC,40,12/14/23,Thursday
item2,storeA,35,12/14/23,Thursday
item2,storeB,22,12/14/23,Thursday
item2,storeC,42,12/14/23,Thursday
item3,storeA,5,12/14/23,Thursday
item3,storeB,46,12/14/23,Thursday
item3,storeC,4,12/14/23,Thursday
item4,storeA,42,12/14/23,Thursday
item4,storeB,24,12/14/23,Thursday
item4,storeC,17,12/14/23,Thursday
item1,storeA,33,12/15/23,Friday
item1,storeB,47,12/15/23,Friday
item1,storeC,2,12/15/23,Friday
item2,storeA,25,12/15/23,Friday
item2,storeB,7,12/15/23,Friday
item2,storeC,5,12/15/23,Friday
item3,storeA,15,12/15/23,Friday
item3,storeB,23,12/15/23,Friday
item3,storeC,47,12/15/23,Friday
item4,storeA,38,12/15/23,Friday
item4,storeB,29,12/15/23,Friday
item4,storeC,44,12/15/23,Friday
item1,storeA,18,12/16/23,Saturday
item1,storeB,34,12/16/23,Saturday
item1,storeC,38,12/16/23,Saturday
item2,storeA,25,12/16/23,Saturday
item2,storeB,45,12/16/23,Saturday
item2,storeC,13,12/16/23,Saturday
item3,storeA,44,12/16/23,Saturday
item3,storeB,43,12/16/23,Saturday
item3,storeC,23,12/16/23,Saturday
item4,storeA,40,12/16/23,Saturday
item4,storeB,0,12/16/23,Saturday
item4,storeC,50,12/16/23,Saturday
item1,storeA,15,12/17/23,Sunday
item1,storeB,37,12/17/23,Sunday
item1,storeC,12,12/17/23,Sunday
item2,storeA,22,12/17/23,Sunday
item2,storeB,21,12/17/23,Sunday
item2,storeC,15,12/17/23,Sunday
item3,storeA,27,12/17/23,Sunday
item3,storeB,47,12/17/23,Sunday
item3,storeC,34,12/17/23,Sunday
item4,storeA,44,12/17/23,Sunday
item4,storeB,45,12/17/23,Sunday
item4,storeC,7,12/17/23,Sunday
item1,storeA,12,12/18/23,Monday
item1,storeB,42,12/18/23,Monday
item1,storeC,17,12/18/23,Monday
item2,storeA,22,12/18/23,Monday
item2,storeB,14,12/18/23,Monday
item2,storeC,32,12/18/23,Monday
item3,storeA,20,12/18/23,Monday
item3,storeB,38,12/18/23,Monday
item3,storeC,22,12/18/23,Monday
item4,storeA,26,12/18/23,Monday
item4,storeB,44,12/18/23,Monday
item4,storeC,43,12/18/23,Monday
item1,storeA,25,12/19/23,Tuesday
